0.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,2.782665692917158928e-01,-7.853981633974482790e-01,-1.199302995507903757e-01
-2.073792825468627476e-02,1.513084078806695487e+00,-2.073792825468571271e-02,2.752862820124341026e-01,-7.584435625411719561e-01,-9.861155665653706381e-02
-1.513003247245517206e-03,1.452206331667646122e+00,-1.512958947989523047e-03,9.161069027675218523e-02,-7.759077358306228911e-01,8.862166906425743285e-02
-1.060926463972569145e-03,1.393534259104324935e+00,-1.060880638583408964e-03,9.792256241713585829e-02,-7.724933701132549180e-01,9.756795118509141440e-02
-9.011668714206536382e-04,1.337233806066076003e+00,-9.011203901842712236e-04,1.042167738764528950e-01,-7.679283887994127200e-01,1.072701424018831229e-01
-8.102610871303157119e-04,1.283208135825476992e+00,-8.102140424844588408e-04,1.103399244702266552e-01,-7.625669919931561402e-01,1.173327975574151166e-01
-7.467201435263514818e-04,1.231365208707665859e+00,-7.466724513795142603e-04,1.161469188828379573e-01,-7.565636360466621024e-01,1.275255849600165636e-01
-6.971203394926561757e-04,1.181616806634185002e+00,-6.970718516474032692e-04,1.215340179210329108e-01,-7.500236650163863983e-01,1.376965652148829933e-01
-6.557945733706555501e-04,1.133878297879918229e+00,-6.557451147109067931e-04,1.264394863250771217e-01,-7.430162424415222011e-01,1.477505312215596778e-01
-6.199278110834343996e-04,1.088068476498193160e+00,-6.198771958310742448e-04,1.308330675944865407e-01,-7.355830611913626305e-01,1.576276128581363400e-01
-5.879559235207114333e-04,1.044109419704463360e+00,-5.879039636602945455e-04,1.347050531802366780e-01,-7.277471026935213860e-01,1.672873033584589830e-01
-5.589343809656332519e-04,1.001926353843316075e+00,-5.588808911504597292e-04,1.380582561883228199e-01,-7.195195943685871454e-01,1.766987527736933461e-01
-5.322543779073277354e-04,9.614475266305533285e-01,-5.321991785564930688e-04,1.409028646402595564e-01,-7.109048636148496136e-01,1.858354867633499052e-01
-5.075020988874201239e-04,9.226040848618567436e-01,-5.074450182545804959e-04,1.432533461327571145e-01,-7.019035506453086271e-01,1.946727440301318501e-01
-4.843834618900828902e-04,8.853299571833737058e-01,-4.843243375065476187e-04,1.451266504537405966e-01,-6.925147089258822941e-01,2.031862616753099815e-01
-4.626813603558417890e-04,8.495617416511169750e-01,-4.626200400575589534e-04,1.465411898935990442e-01,-6.827371887478994594e-01,2.113518427340149719e-01
-4.422301298744541267e-04,8.152385978576150993e-01,-4.421664725419413621e-04,1.475162692133446252e-01,-6.725705641628267895e-01,2.191453404869048716e-01
