0.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,2.782665692917158928e-01,-7.853981633974482790e-01,-1.199302995507903757e-01
-2.114590634819107084e-01,1.740111639077593697e+00,-2.114590634819088488e-01,3.003930668566272000e-01,-7.067024703818899356e-01,3.223181736941316267e-02
-6.369208544568437380e-02,1.548745401569917135e+00,-6.369175096740137265e-02,-6.383249421338962892e-02,-8.097051224601296004e-01,3.593797034660113354e-01
8.603351486320441610e-02,1.673760133740916256e+00,8.603495476640835027e-02,1.055361090231208276e-01,-8.428885211915929654e-01,1.695601702237040653e-01
-5.558872534621778910e-02,1.638763395114312127e+00,-5.559001875578077623e-02,1.022968427654721568e-01,-7.633521063649525429e-01,1.999521418398494954e-01
5.417617453873592361e-04,1.713040914426595007e+00,5.425287049837463141e-04,2.384339705677847587e-01,-7.644996098974883303e-01,1.530147314123698754e-01
-2.448060778942304921e-03,1.366007556867934625e+00,-2.447628959224639258e-03,1.949874424125265793e-01,-7.339849877553502600e-01,1.437016345598749467e-01
2.862696315045652404e-03,1.089286098651699231e+00,2.863524022949781936e-03,1.556163491980774027e-01,-7.123100164098447040e-01,1.154484334645225763e-01
1.493666959330920523e-03,8.685974630846751143e-01,1.494195049937823219e-03,1.253206065024344840e-01,-7.045850414629279967e-01,9.789230024434199262e-02
1.040359161538426331e-03,6.926197335488679663e-01,1.040737135536636731e-03,1.041569693818650277e-01,-7.034787889823421736e-01,9.281838134360136106e-02
7.771444437084504189e-04,5.522950224177713974e-01,7.774196695508234266e-04,8.902827835009823054e-02,-6.985798015431957664e-01,9.945528837124559263e-02
5.968693247522720378e-04,4.404000734134869144e-01,5.970690242883416139e-04,7.550961277562541485e-02,-6.815113325518933340e-01,1.067267567767566649e-01
4.647593451022636875e-04,3.511750303153040043e-01,4.649021653779866433e-04,6.064274605246938732e-02,-6.583878066460323586e-01,9.892081436296853991e-02
3.647068605180239852e-04,2.800269756513562580e-01,3.648065252420522341e-04,4.654282989891499883e-02,-6.499534744236165063e-01,8.043326857758587023e-02
2.875596013043149363e-04,2.232935140760185511e-01,2.876265547806774255e-04,3.610360452455777663e-02,-6.611401004895872680e-01,7.144249308146150002e-02
2.274370292681100281e-04,1.780542502820682826e-01,2.274793460752082535e-04,2.895668323724646595e-02,-6.843872955591345786e-01,8.157038020643139764e-02
1.802664003719917161e-04,1.419804604602034614e-01,1.802903613093639348e-04,2.340154367242543165e-02,-7.097419575039591866e-01,1.187410476667192238e-01
1.430926970063455895e-04,1.132152199474966842e-01,1.431031891249639554e-04,1.504195126007631944e-02,-6.729149071677371641e-01,2.152781769163374659e-01
1.137077014407882530e-04,9.027781686044572540e-02,1.137085140434116674e-04,-7.353317790126079855e-03,-5.643704146921061371e-01,2.767158055562959351e-01
9.042929204681770291e-05,7.198753145669047060e-02,9.042334486174019624e-05,-2.524837064916864507e-02,-4.850193460186970618e-01,3.167555637472031504e-01
7.195956928478869569e-05,5.740285776472928841e-02,7.194909271500131063e-05,-5.958195090271416888e-02,-4.552660688025046976e-01,2.448812113344229213e-01
5.728825471023738295e-05,4.577303889450844848e-02,5.727493405533918571e-05,-5.720656480503943236e-02,-3.943724042922818196e-01,2.676597501906055054e-01
4.562408968246290818e-05,3.649942128514258033e-02,4.560918113891403186e-05,-7.387227027151874181e-02,-3.645784136507986828e-01,2.081967306956820363e-01
3.634461111126132267e-05,2.910463857713523408e-02,3.632903512501127491e-05,-7.011270560254211082e-02,-2.972889621481162314e-01,2.112449840069355600e-01
2.895856339062057657e-05,2.320803882932831116e-02,2.894297959517159988e-05,-6.145465811599245404e-02,-3.302071117776455567e-01,1.927712595038803267e-01
2.307731530553912719e-05,1.850609018011374271e-02,2.306218244216384802e-05,-6.625155772122817699e-02,-2.664124765094588176e-01,1.658729202078803033e-01
1.839287040190387500e-05,1.475675632074421699e-02,1.837849399438923060e-05,-6.577242535233897291e-02,-2.125569727374460316e-01,1.464030705926371301e-01
1.466080450204320028e-05,1.176703749719472045e-02,1.464737456557385349e-05,-6.373139322643961435e-02,-1.928085796493808624e-01,1.115252226276287617e-01
1.168694189644389461e-05,9.383035704715296174e-03,1.167456258759924184e-05,-5.888640370972773874e-02,-1.546935382537336923e-01,9.503457650098423581e-02
9.316901270411195800e-06,7.482032673760736878e-03,9.305614038890771818e-06,-5.126763924663133021e-02,-1.490929562274027065e-01,6.836409959173575523e-02
7.427863585613743136e-06,5.966172855845230244e-03,7.417665108221732259e-06,-4.563414826226379339e-02,-1.237842086129838232e-01,5.203929980489501589e-02
5.922071738320420905e-06,4.757426236384693433e-03,5.912927705563008170e-06,-3.913389135517834211e-02,-1.067713983053491522e-01,3.614541977557253483e-02
4.721686797753105786e-06,3.793571681612601353e-03,4.713542401188290158e-06,-3.296910019060628194e-02,-9.083979882295857566e-02,2.430763328066769258e-02
3.764711023761244178e-06,3.024994059374683155e-03,3.757498840895165645e-06,-2.711209736141528825e-02,-7.734741546857648586e-02,1.510592826453956497e-02
3.001752288080341853e-06,2.412130263235099693e-03,2.995398129485339752e-06,-2.194580470222119023e-02,-6.541529181201835574e-02,8.462013581297181397e-03
2.393453685096002775e-06,1.923432672087824289e-03,2.387880853346898468e-06,-1.761709807991180751e-02,-5.473948922501805509e-02,4.035276556808750116e-03
1.908449983770119349e-06,1.533745212840062402e-03,1.903582303017990496e-06,-1.410734436368489032e-02,-4.538053584132134555e-02,1.275518229967196118e-03
1.521741931146650768e-06,1.223008432793480779e-03,1.517505832500807657e-06,-1.129079252611629204e-02,-3.738901958452930940e-02,-3.686787131368350623e-04
1.213402335817376841e-06,9.752269243561815940e-04,1.209728229703209984e-06,-9.033939209228493417e-03,-3.070796960026176900e-02,-1.312437991065304975e-03
9.675458308860770029e-07,7.776459495115126954e-04,9.643689385933662843e-07,-7.226256627444318202e-03,-2.519382346692817728e-02,-1.818760614531769650e-03
7.715083253418150272e-07,6.200948801598622729e-04,7.687691171819864524e-07,-5.778913954375616835e-03,-2.068007860979072590e-02,-2.051990471248113512e-03
6.151933139158780305e-07,4.944636574512399326e-04,6.128376549685044471e-07,-4.620547246847234515e-03,-1.700672649447574833e-02,-2.115939914986001737e-03
4.905510109479872768e-07,3.942853204599599702e-04,4.885301037829472790e-07,-3.693828688408377740e-03,-1.403118711854267273e-02,-2.076913225581420407e-03
